 begins_at open_price close_price high_price low_price
0 2016-02-17T00:00:00Z 0.0026 0.0022 0.0026 0.002
1 2016-02-18T00:00:00Z 0.0022 0.0021 0.0022 0.0021
2 2016-02-19T00:00:00Z 0.0021 0.0021 0.0022 0.0021
3 2016-02-20T00:00:00Z 0.0021 0.0021 0.0022 0.0021
4 2016-02-21T00:00:00Z 0.0021 0.0022 0.0022 0.0021
5 2016-02-22T00:00:00Z 0.0022 0.002 0.0022 0.002
6 2016-02-23T00:00:00Z 0.002 0.0019 0.0021 0.0019
7 2016-02-24T00:00:00Z 0.0019 0.002 0.002 0.0019
8 2016-02-25T00:00:00Z 0.0019 0.002 0.002 0.0019
9 2016-02-26T00:00:00Z 0.002 0.0019 0.002 0.0019
10 2016-02-27T00:00:00Z 0.002 0.002 0.002 0.0019
11 2016-02-28T00:00:00Z 0.002 0.002 0.002 0.0019
12 2016-02-29T00:00:00Z 0.002 0.0019 0.002 0.0019
13 2016-03-01T00:00:00Z 0.0019 0.0019 0.002 0.0019
14 2016-03-02T00:00:00Z 0.0019 0.0019 0.002 0.0018
15 2016-03-03T00:00:00Z 0.0019 0.0019 0.0019 0.0019
16 2016-03-04T00:00:00Z 0.0019 0.0019 0.0019 0.0018
17 2016-03-05T00:00:00Z 0.0019 0.0018 0.0019 0.0018
18 2016-03-06T00:00:00Z 0.0018 0.0019 0.0019 0.0018
19 2016-03-07T00:00:00Z 0.0019 0.0024 0.0025 0.0019
20 2016-03-08T00:00:00Z 0.0023 0.0022 0.0024 0.0021
21 2016-03-09T00:00:00Z 0.0022 0.0022 0.0023 0.0022
22 2016-03-10T00:00:00Z 0.0022 0.0024 0.0024 0.0022
23 2016-03-11T00:00:00Z 0.0024 0.0026 0.0029 0.0024
24 2016-03-12T00:00:00Z 0.0026 0.0023 0.0026 0.0022
25 2016-03-13T00:00:00Z 0.0023 0.0022 0.0023 0.0022
26 2016-03-14T00:00:00Z 0.0022 0.0021 0.0023 0.0021
27 2016-03-15T00:00:00Z 0.0021 0.0022 0.0022 0.0021
28 2016-03-16T00:00:00Z 0.0022 0.0021 0.0022 0.0021
29 2016-03-17T00:00:00Z 0.0021 0.0021 0.0022 0.0021
30 2016-03-18T00:00:00Z 0.0021 0.002 0.0022 0.002
31 2016-03-19T00:00:00Z 0.002 0.002 0.0021 0.002
32 2016-03-20T00:00:00Z 0.002 0.0021 0.0021 0.002
33 2016-03-21T00:00:00Z 0.0021 0.0021 0.0021 0.002
34 2016-03-22T00:00:00Z 0.0021 0.0021 0.0021 0.0021
35 2016-03-23T00:00:00Z 0.0021 0.0022 0.0022 0.002
36 2016-03-24T00:00:00Z 0.0022 0.0021 0.0022 0.0021
37 2016-03-25T00:00:00Z 0.0021 0.0021 0.0021 0.002
38 2016-03-26T00:00:00Z 0.0021 0.0021 0.0021 0.002
39 2016-03-27T00:00:00Z 0.0021 0.002 0.0021 0.002
40 2016-03-28T00:00:00Z 0.002 0.0021 0.0022 0.002
41 2016-03-29T00:00:00Z 0.0021 0.0021 0.0021 0.0021
42 2016-03-30T00:00:00Z 0.0021 0.002 0.0021 0.002
43 2016-03-31T00:00:00Z 0.002 0.002 0.0021 0.002
44 2016-04-01T00:00:00Z 0.002 0.002 0.0021 0.002
45 2016-04-02T00:00:00Z 0.002 0.0021 0.0021 0.002
46 2016-04-03T00:00:00Z 0.0021 0.0022 0.0022 0.0021
47 2016-04-04T00:00:00Z 0.0022 0.0023 0.0025 0.0022
48 2016-04-05T00:00:00Z 0.0023 0.0022 0.0023 0.0021
49 2016-04-06T00:00:00Z 0.0022 0.0022 0.0022 0.0021
50 2016-04-07T00:00:00Z 0.0022 0.0022 0.0022 0.0021
51 2016-04-08T00:00:00Z 0.0022 0.0022 0.0022 0.0021
52 2016-04-09T00:00:00Z 0.0022 0.002 0.0022 0.002
53 2016-04-10T00:00:00Z 0.002 0.0019 0.0021 0.0014
54 2016-04-11T00:00:00Z 0.0019 0.0019 0.002 0.0019
55 2016-04-12T00:00:00Z 0.0019 0.0019 0.0019 0.0018
56 2016-04-13T00:00:00Z 0.0019 0.0019 0.0019 0.0018
57 2016-04-14T00:00:00Z 0.0019 0.0019 0.0019 0.0018
58 2016-04-15T00:00:00Z 0.0019 0.0019 0.0019 0.0018
59 2016-04-16T00:00:00Z 0.0019 0.0019 0.0019 0.0019
60 2016-04-17T00:00:00Z 0.0019 0.0019 0.0019 0.0018
61 2016-04-18T00:00:00Z 0.0019 0.0019 0.0019 0.0019
62 2016-04-19T00:00:00Z 0.0019 0.0019 0.0019 0.0019
63 2016-04-20T00:00:00Z 0.0019 0.0019 0.0019 0.0019
64 2016-04-21T00:00:00Z 0.0019 0.0019 0.002 0.0018
65 2016-04-22T00:00:00Z 0.0019 0.0019 0.0019 0.0019
66 2016-04-23T00:00:00Z 0.0019 0.0019 0.0019 0.0019
67 2016-04-24T00:00:00Z 0.0019 0.0019 0.002 0.0019
68 2016-04-25T00:00:00Z 0.0019 0.0019 0.002 0.0019
69 2016-04-26T00:00:00Z 0.0019 0.0018 0.0019 0.0017
70 2016-04-27T00:00:00Z 0.0018 0.0018 0.0019 0.0018
